%type	num	pre	maxTime	totTime	rep	stpEvt	bg	st	bgFile	stFile	h	v	tag	trialNum	go1Nogo2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1580.jpg			2	152	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1581.jpg			2	153	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1608.jpg			1	154	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1582.jpg			2	155	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1609.jpg			1	156	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1583.jpg			2	157	1
%															
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1610.jpg			1	158	2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1584.jpg			2	159	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1585.jpg			2	160	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1586.jpg			2	161	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1587.jpg			2	162	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1611.jpg			1	163	2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1588.jpg			2	164	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1589.jpg			2	165	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1590.jpg			2	166	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1591.jpg			2	167	1
%															
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1612.jpg			1	168	2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1592.jpg			2	169	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1593.jpg			2	170	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1594.jpg			2	171	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1613.jpg			1	172	2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1595.jpg			2	173	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1596.jpg			2	174	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1597.jpg			2	175	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1598.jpg			2	178	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1599.jpg			2	179	1
%															
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1600.jpg			2	180	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1601.jpg			2	181	1
