"X"	"Y"	"Z"	"RotX"	"RotY"	"RotZ"	"stdDVARS"	"FramewiseDisplacement"
0.0845525	0.315733	0.889145	-0.0142566	0.0121552	-0.00278727	"1.23625255"	"0.03832379999999991"
0.0789478	0.300363	0.803925	-0.0119442	0.0116227	-0.00228891	"1.37387788"	"0.2733576999999999"
0.108259	0.188055	0.518932	-0.0111451	0.00968567	-0.00182254	"1.46069491"	"0.5867372000000001"
0.0967998	0.316654	0.744513	-0.0120567	0.0111323	-0.001965	"1.40099549"	"0.4906736999999999"
0.111195	0.294373	0.775363	-0.0122575	0.0113147	-0.00170542	"1.0974946"	"0.09966520000000002"
0.0938911	0.289927	0.798597	-0.0126742	0.0113542	-0.00184008	"1.02663887"	"0.0745269"
0.114035	0.228801	0.675161	-0.0117716	0.0108234	-0.00153359	"1.17121375"	"0.2917004"
0.100748	0.282445	0.781289	-0.0127847	0.0122341	-0.0017242	"1.16990888"	"0.3037794999999999"
0.0958786	0.32167	0.856261	-0.0124585	0.0123873	-0.00165443	"1.17531359"	"0.14652490000000007"
0.112313	0.276742	0.80613	-0.0112883	0.0120797	-0.0012474	"1.12001729"	"0.20573490000000014"
0.112331	0.296818	0.779184	-0.01108	0.0119275	-0.00130583	"1.08313489"	"0.06798650000000005"
0.110109	0.288357	0.781732	-0.0109386	0.0120322	-0.00143711	"1.06301081"	"0.0321"
0.131062	0.237314	0.670029	-0.0106125	0.0117528	-0.00120429	"1.1813221"	"0.22561499999999984"
0.130455	0.284035	0.866715	-0.0116267	0.0129056	-0.00133317	"1.2161938"	"0.358808"
0.122166	0.309465	0.906602	-0.0115315	0.0128924	-0.0011142	"1.15766275"	"0.0899745"
0.114082	0.286416	0.899703	-0.0107553	0.0127214	-0.00118545	"1.17665625"	"0.08895449999999988"
0.0978971	0.572704	1.03237	-0.0109922	0.0127826	-0.00111346	"1.40652502"	"0.4536443999999999"
0.119724	0.285041	1.07677	-0.0103353	0.0131072	-0.0017242	"1.39116251"	"0.4335019"
0.243233	-0.10174	0.799801	-0.00943558	0.012104	-0.00118207	"1.5831877"	"0.9095115"
0.270148	0.0181688	0.867657	-0.00878426	0.0129736	-0.00108664	"1.23270643"	"0.2954973"
0.256475	0.177304	0.941413	-0.00906719	0.0134429	-0.000948741	"1.26545608"	"0.29107065"
0.251525	0.27715	1.01083	-0.0090785	0.0142442	-0.000959711	"1.16376054"	"0.21539199999999986"
0.247592	0.289072	1.02809	-0.00908429	0.0145044	-0.000998762	"1.08176494"	"0.048367050000000064"
0.248169	0.293703	1.05247	-0.00902595	0.0147614	-0.000737672	"1.03471851"	"0.05840950000000001"
0.263621	0.273047	1.03973	-0.00811253	0.0141448	-0.000584522	"1.05377352"	"0.1330064999999999"
0.303768	0.178894	0.753501	-0.0065584	0.0134236	-0.000886935	"1.34214413"	"0.54941615"
0.267712	0.173577	0.962561	-0.00770369	0.0140328	-0.000584522	"1.24204481"	"0.35327814999999996"
0.270746	0.104154	0.976882	-0.00754218	0.0142564	-0.000490251	"1.07694626"	"0.11074705000000007"
0.284334	0.0685745	0.987278	-0.00791445	0.0138307	-0.000497679	"1.02153432"	"0.0998334"
0.284521	0.0682008	1.00017	-0.00786205	0.0136468	-0.000266956	"0.99877429"	"0.03680384999999997"
0.284402	0.101188	1.00025	-0.00793811	0.0137571	-0.000472495	"0.99577165"	"0.05278115000000001"
0.284328	0.151855	1.03289	-0.00831314	0.0138678	-0.000394314	"1.001791"	"0.11157654999999997"
0.28424	0.156907	1.01572	-0.00836681	0.013947	-0.000584522	"1.00745511"	"0.03846390000000018"
0.2841	0.244575	1.02609	-0.00835667	0.0142118	-0.000369067	"1.05523884"	"0.12269775000000002"
0.266081	0.26296	1.09982	-0.00931063	0.0140022	-0.000211798	"1.18164015"	"0.17617545000000015"
0.294538	0.22085	0.847712	-0.00743493	0.0136469	-0.000584522	"1.46533287"	"0.4528612"
0.293039	0.18789	0.835308	-0.00765941	0.0146503	-0.000584522	"1.38444626"	"0.10825699999999996"
0.303388	0.207448	0.932336	-0.00811997	0.014501	-0.000584522	"1.37307715"	"0.157428"
0.310159	0.190499	0.9834	-0.00833304	0.0143696	-0.000513191	"1.26493621"	"0.09557405"
0.310264	0.152835	0.987958	-0.00810421	0.0142273	-0.000500498	"1.1508615"	"0.06151814999999986"
0.314361	0.140577	0.991592	-0.00799366	0.014178	-0.000584522	"1.07187617"	"0.0321827000000001"
0.331044	0.152048	0.931431	-0.00658473	0.0139721	-0.000119972	"1.11299813"	"0.192284"
0.342125	0.15823	0.734577	-0.00631865	0.0133837	-0.000697477	"1.2238946"	"0.28571624999999995"
0.325918	0.210535	0.918451	-0.00775646	0.0140712	-0.000666497	"1.22351122"	"0.36020050000000003"
0.31621	0.236049	0.967729	-0.00794794	0.0138917	-0.000160634	"1.14966321"	"0.12834215"
0.326357	0.207247	0.942545	-0.00785323	0.0136546	2.68634e-06	"1.25555992"	"0.08888951700000011"
0.326312	0.217595	0.975426	-0.00798639	0.0137296	4.60076e-05	"1.31520152"	"0.05584806300000013"
0.326341	0.194445	0.984064	-0.00755599	0.0137219	0.000282029	"1.17074847"	"0.06552306999999996"
0.326473	0.196834	0.996196	-0.00789969	0.0135427	0.000282029	"1.12126672"	"0.04079799999999993"
0.309973	0.18419	0.983963	-0.00769609	0.0133199	0.000282029	"1.05956042"	"0.06269699999999986"
0.309346	0.190648	1.02114	-0.00786541	0.0141716	0.000182775	"1.03464031"	"0.10027569999999984"
0.314925	0.190344	1.02347	-0.00829299	0.013745	0.000173065	"0.99578488"	"0.05140750000000014"
0.328083	0.183497	1.01336	-0.00755448	0.0139655	0.000282029	"0.99335212"	"0.08351370000000012"
0.344532	0.208541	0.934217	-0.00651142	0.013347	0.00028203	"1.16903579"	"0.20371405000000006"
0.384016	0.109742	0.613897	-0.00478355	0.0121588	-9.33272e-05	"1.46088183"	"0.6231743599999999"
0.3601	0.119575	0.669423	-0.00494886	0.0124729	-0.00057527	"1.31829977"	"0.13734264"
0.329707	0.201219	0.853308	-0.00556715	0.0133241	-0.000363034	"1.26821065"	"0.3800083"
0.324482	0.229127	0.91506	-0.00595845	0.0140236	-0.000272344	"1.10473657"	"0.15395950000000003"
0.304413	0.196359	0.948401	-0.00619223	0.0136212	-0.000113544	"1.14580262"	"0.12592700000000012"
0.308571	0.171238	0.973995	-0.00636195	0.0137314	0.000131719	"1.15926921"	"0.08113214999999997"
0.320125	0.184447	0.977394	-0.00617171	0.0139092	0.000254004	"1.12570333"	"0.05267824999999994"
0.323674	0.166071	1.00264	-0.00631957	0.0138483	0.000299044	"1.16108167"	"0.05986100000000005"
0.336895	0.156977	1.02408	-0.00595261	0.0140832	0.000131719	"1.10611928"	"0.08221425000000018"
0.319895	0.158416	1.00441	-0.00575038	0.0141915	0.000131719	"1.06426728"	"0.05363549999999999"
0.31546	0.175534	1.00476	-0.00602254	0.0141121	0.000131719	"1.03915715"	"0.03948099999999995"
0.295906	0.195718	1.00777	-0.00618963	0.0141879	-8.48482e-05	"1.03093135"	"0.06572085999999994"
0.29602	0.205011	0.988926	-0.00621361	0.0140981	0.000131719	"0.99503171"	"0.04476836000000003"
0.296006	0.210563	1.04108	-0.00638943	0.0141202	0.000131719	"0.99426138"	"0.067616"
0.288042	0.206189	1.04834	-0.00693303	0.0143759	0.000131719	"0.99378288"	"0.05956300000000005"
0.288809	0.175757	1.0303	-0.00686706	0.0143666	0.000131719	"0.98671287"	"0.053002500000000015"
0.302027	0.200077	1.04841	-0.0071929	0.0143029	0.000201523	"0.95603633"	"0.0786152000000001"
0.298514	0.17565	1.04331	-0.00697148	0.0143096	0.000243742	"0.94539696"	"0.0465569500000001"
0.2904	0.225265	1.06869	-0.00741737	0.0146318	0.000203131	"0.9751398"	"0.12354404999999997"
0.301047	0.215314	1.07841	-0.00747332	0.014836	0.000218518	"1.00769997"	"0.044094850000000164"
0.295355	0.214697	1.07233	-0.00779296	0.014816	0.00024486	"1.0284189"	"0.030688100000000145"
0.305255	0.198602	1.07801	-0.00757691	0.0147449	0.000219028	"1.00628126"	"0.047324099999999876"
0.294382	0.227758	1.08539	-0.00776153	0.0145475	0.000321172	"1.0490607"	"0.07161720000000019"
0.303895	0.221401	1.0671	-0.00787657	0.0142654	0.000131719	"1.03672421"	"0.06348965000000019"
0.302703	0.226206	1.09818	-0.00796066	0.0143226	0.000408527	"1.07164288"	"0.05798190000000005"
0.302481	0.203811	1.12196	-0.00808613	0.0140318	0.000300143	"1.13771057"	"0.07262970000000013"
0.345764	0.227912	1.26369	-0.00767182	0.0140784	0.000463877	"1.23320544"	"0.2403461999999999"
0.354499	0.130312	1.18844	-0.00830731	0.0134932	0.000131719	"1.24614513"	"0.25922739999999994"
0.347173	0.149402	1.239	-0.00857398	0.0136026	0.000382715	"1.12263703"	"0.1083293000000001"
0.342122	0.170178	1.23289	-0.00857297	0.0130984	0.000403835	"1.05055487"	"0.05825350000000011"
0.335462	0.184811	1.27071	-0.00877201	0.0131405	0.000422612	"1.12969041"	"0.07210885000000002"
0.344391	0.169398	1.24935	-0.00857579	0.0132472	0.000473897	"1.13000679"	"0.06341225000000016"
0.324675	0.214673	1.259	-0.00833955	0.0130607	0.000589672	"1.17581451"	"0.10156675"
0.323002	0.214662	1.22922	-0.0084513	0.0131685	0.000436738	"1.12666357"	"0.05008819999999994"
0.326794	0.214857	1.1966	-0.00818531	0.0132283	0.000581075	"1.08675671"	"0.060113349999999885"
0.326618	0.243106	1.21941	-0.00865083	0.0134143	0.000565986	"1.05008149"	"0.08456544999999999"
0.326741	0.20378	1.26115	-0.00834457	0.0133072	0.000672331	"1.04262698"	"0.10717424999999985"
0.326896	0.151715	1.27512	-0.00827933	0.0131202	0.000650051	"1.02504349"	"0.0799160000000001"
0.320877	0.161685	1.28296	-0.00793703	0.0129167	0.000651791	"1.0683881"	"0.0512060000000001"
0.319478	0.148417	1.26645	-0.0081529	0.0127603	0.000635872	"1.08790398"	"0.05058645000000002"
0.321312	0.148455	1.25835	-0.00808701	0.0125359	0.00061356	"1.0609535"	"0.025602099999999937"
0.316713	0.166366	1.26321	-0.0080507	0.0126877	0.000639934	"0.99685204"	"0.03809419999999984"
0.322127	0.219615	1.30988	-0.0081647	0.0127319	0.000726042	"0.98881716"	"0.11754840000000008"
0.318912	0.216705	1.28633	-0.00806635	0.01282	0.000838395	"1.00856626"	"0.04461514999999995"
0.328601	0.23558	1.30062	-0.00780489	0.0126531	0.000864436	"0.98861194"	"0.06557405000000009"
0.326074	0.225913	1.29335	-0.00785258	0.0125776	0.00104043	"1.08739746"	"0.03442320000000013"
0.332415	0.245096	1.24775	-0.00803978	0.0125143	0.00104949	"1.13655913"	"0.0841020000000001"
0.341577	0.207114	1.28704	-0.00837003	0.0125896	0.00112672	"1.04694259"	"0.11057300000000003"
0.34051	0.183328	1.23889	-0.00847283	0.012701	0.00104037	"1.03726161"	"0.08803049999999998"
0.328768	0.1808	1.25401	-0.0079748	0.0124333	0.000849271	"1.08360088"	"0.07723145000000002"
0.312675	0.433886	1.21144	-0.00953055	0.0110972	0.00111264	"1.37185597"	"0.4695099500000001"
