3	1	0
3	2	0
1	3	1
2	4	2
1	5	1
1	6	1
2	7	2
1	8	1
1	9	1
2	10	2
1	11	1
1	12	1
1	13	1
1	14	1
1	15	1
1	16	1
1	17	1
2	18	2
1	19	1
1	20	1
2	21	2
1	22	1
1	23	1
1	24	1
1	25	1
1	26	1
2	27	2
1	28	1
1	29	1
1	30	1
1	31	1
2	32	2
1	33	1
1	34	1
2	35	2
1	36	1
1	37	1
1	38	1
1	39	1
1	40	1
1	41	1
1	42	1
1	43	1
2	44	2
1	45	1
1	46	1
1	47	1
1	48	1
1	49	1
1	50	1
1	51	1
2	52	2
3	53	0
2	54	1
2	55	1
2	56	1
2	57	1
2	58	1
2	59	1
2	60	1
1	61	2
2	62	1
2	63	1
1	64	2
2	65	1
2	66	1
2	67	1
2	68	1
2	69	1
2	70	1
1	71	2
2	72	1
1	73	2
2	74	1
2	75	1
2	76	1
2	77	1
1	78	2
2	79	1
2	80	1
2	81	1
1	82	2
2	83	1
1	84	2
2	85	1
2	86	1
2	87	1
1	88	2
2	89	1
2	90	1
2	91	1
2	92	1
2	93	1
2	94	1
2	95	1
2	96	1
2	97	1
1	98	2
2	99	1
2	100	1
2	101	1
1	102	2
2	103	1
3	104	0
1	105	1
1	106	1
1	107	1
1	108	1
1	109	1
2	110	2
1	111	1
2	112	2
1	113	1
1	114	1
2	115	2
1	116	1
1	117	1
2	118	2
1	119	1
1	120	1
1	121	1
1	122	1
1	123	1
1	124	1
1	125	1
2	126	2
1	127	1
1	128	1
1	129	1
1	130	1
1	131	1
1	132	1
1	133	1
2	134	2
1	135	1
2	136	2
1	137	1
2	138	2
1	139	1
2	140	2
1	141	1
1	142	1
1	143	1
2	144	2
1	145	1
1	146	1
1	147	1
1	148	1
1	149	1
1	150	1
1	151	1
1	152	1
1	153	1
1	154	1
3	155	0
2	156	1
1	157	2
2	158	1
2	159	1
2	160	1
2	161	1
2	162	1
2	163	1
2	164	1
2	165	1
1	166	2
2	167	1
2	168	1
2	169	1
2	170	1
1	171	2
2	172	1
2	173	1
2	174	1
2	175	1
1	176	2
2	177	1
2	178	1
2	179	1
1	180	2
2	181	1
2	182	1
2	183	1
2	184	1
2	185	1
2	186	1
2	187	1
1	188	2
2	189	1
2	190	1
2	191	1
1	192	2
2	193	1
2	194	1
2	195	1
2	196	1
2	197	1
2	198	1
1	199	2
2	200	1
2	201	1
2	202	1
2	203	1
2	204	1
2	205	1
3	206	0
2	207	2
1	208	1
2	209	2
1	210	1
1	211	1
1	212	1
1	213	1
1	214	1
1	215	1
1	216	1
1	217	1
1	218	1
2	219	2
1	220	1
1	221	1
1	222	1
1	223	1
1	224	1
1	225	1
1	226	1
2	227	2
1	228	1
1	229	1
1	230	1
1	231	1
1	232	1
1	233	1
1	234	1
1	235	1
1	236	1
1	237	1
1	238	1
2	239	2
1	240	1
1	241	1
1	242	1
1	243	1
1	244	1
1	245	1
1	246	1
1	247	2
2	248	1
1	249	2
1	250	2
1	251	2
1	252	2
2	253	1
1	254	2
1	255	2
2	256	1
