3	1	0
3	2	0
2	3	1
2	4	1
2	5	1
2	6	1
2	7	1
1	8	2
2	9	1
1	10	2
2	11	1
2	12	1
1	13	2
2	14	1
2	15	1
1	16	2
2	17	1
2	18	1
2	19	1
2	20	1
2	21	1
2	22	1
2	23	1
1	24	2
2	25	1
2	26	1
2	27	1
2	28	1
2	29	1
2	30	1
2	31	1
1	32	2
2	33	1
1	34	2
2	35	1
1	36	2
2	37	1
1	38	2
2	39	1
2	40	1
2	41	1
1	42	2
2	43	1
2	44	1
2	45	1
2	46	1
2	47	1
2	48	1
2	49	1
2	50	1
2	51	1
2	52	1
3	53	0
1	54	1
1	55	1
1	56	1
1	57	1
1	58	1
1	59	1
2	60	2
1	61	1
1	62	1
1	63	1
2	64	2
1	65	1
1	66	1
1	67	1
1	68	1
2	69	2
1	70	1
2	71	2
1	72	1
1	73	1
1	74	1
2	75	2
1	76	1
1	77	1
1	78	1
1	79	1
1	80	1
1	81	1
2	82	2
1	83	1
1	84	1
2	85	2
1	86	1
2	87	2
1	88	1
1	89	1
1	90	1
1	91	1
2	92	2
1	93	1
1	94	1
2	95	2
1	96	1
1	97	1
2	98	2
1	99	1
1	100	1
1	101	1
1	102	1
1	103	1
3	104	0
2	105	1
2	106	1
1	107	2
2	108	1
1	109	2
2	110	1
2	111	1
2	112	1
2	113	1
1	114	2
2	115	1
2	116	1
1	117	2
2	118	1
2	119	1
2	120	1
2	121	1
1	122	2
2	123	1
2	124	1
1	125	2
2	126	1
2	127	1
2	128	1
2	129	1
2	130	1
2	131	1
2	132	1
2	133	1
2	134	1
2	135	1
1	136	2
2	137	1
2	138	1
1	139	2
2	140	1
2	141	1
1	142	2
2	143	1
2	144	1
2	145	1
1	146	2
2	147	1
2	148	1
2	149	1
1	150	2
2	151	1
2	152	1
2	153	1
2	154	1
3	155	0
1	156	1
2	157	2
1	158	1
1	159	1
1	160	1
1	161	1
1	162	1
2	163	2
1	164	1
1	165	1
1	166	1
2	167	2
1	168	1
1	169	1
1	170	1
1	171	1
1	172	1
1	173	1
1	174	1
1	175	1
2	176	2
1	177	1
1	178	1
1	179	1
1	180	1
1	181	1
1	182	1
1	183	1
1	184	1
1	185	1
2	186	2
1	187	1
1	188	1
1	189	1
1	190	1
1	191	1
1	192	1
1	193	1
1	194	1
1	195	1
2	196	2
1	197	1
2	198	2
1	199	1
2	200	2
1	201	1
1	202	1
2	203	2
1	204	1
1	205	1
3	206	0
2	207	1
2	208	1
2	209	1
2	210	1
1	211	2
2	212	1
2	213	1
2	214	1
2	215	1
2	216	1
2	217	1
2	218	1
2	219	1
2	220	1
2	221	1
2	222	1
2	223	1
2	224	1
2	225	1
2	226	1
2	227	1
1	228	2
2	229	1
2	230	1
1	231	2
2	232	1
2	233	1
2	234	1
2	235	1
2	236	1
2	237	1
2	238	1
2	239	1
2	240	1
2	241	1
2	242	1
2	243	1
2	244	1
2	245	1
2	246	1
2	247	1
1	248	2
2	249	1
2	250	1
2	251	1
2	252	1
2	253	1
1	254	2
2	255	1
1	256	2
