%type	num	pre	max	tot	rep	stpEvt	bg	st	bgfile	stfile	h	v	trialNum	tags
s	1	0	5	5	0	n	n	n		instruct_PRC.jpg			54	0
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1669.jpg			55	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1670.jpg			56	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1671.jpg			57	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1672.jpg			58	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1673.jpg			59	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1674.jpg			60	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1665.jpg			61	4
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1675.jpg			62	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1676.jpg			63	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1677.jpg			64	1
%														
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1666.jpg			65	4
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1678.jpg			66	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1679.jpg			67	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1680.jpg			68	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1681.jpg			69	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1667.jpg			70	4
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1682.jpg			71	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1668.jpg			72	4
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1683.jpg			73	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1684.jpg			74	1
%														
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1685.jpg			75	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1669.jpg			76	4
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1686.jpg			77	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1687.jpg			78	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1688.jpg			79	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1689.jpg			80	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1690.jpg			81	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1691.jpg			82	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1670.jpg			83	4
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1692.jpg			84	1
%														
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1693.jpg			85	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1671.jpg			86	4
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1694.jpg			87	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1672.jpg			88	4
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1695.jpg			89	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1696.jpg			90	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1697.jpg			91	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1698.jpg			92	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1673.jpg			93	4
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1699.jpg			94	1
%														
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1700.jpg			95	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1674.jpg			96	4
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1701.jpg			97	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1702.jpg			98	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1675.jpg			99	4
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1703.jpg			100	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1704.jpg			101	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1705.jpg			102	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1706.jpg			103	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1707.jpg			104	1
%														
s	1	0	5	5	0	n	n	n		instruct_Neutral.jpg			105	0
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1676.jpg			106	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1677.jpg			107	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1708.jpg			108	2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1678.jpg			109	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1709.jpg			110	2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1679.jpg			111	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1680.jpg			112	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1681.jpg			113	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1682.jpg			105	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1710.jpg			106	2
%														
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1683.jpg			107	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1684.jpg			108	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1711.jpg			109	2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1685.jpg			110	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1686.jpg			111	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1687.jpg			112	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1688.jpg			113	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1712.jpg			114	2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1689.jpg			115	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1690.jpg			116	3
%														
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1713.jpg			117	2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1691.jpg			118	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1692.jpg			119	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1693.jpg			120	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1694.jpg			121	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1695.jpg			122	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1696.jpg			123	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1697.jpg			124	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1698.jpg			125	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1699.jpg			126	3
%														
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1700.jpg			127	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1714.jpg			128	2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1701.jpg			129	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1702.jpg			130	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1715.jpg			131	2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1703.jpg			132	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1704.jpg			133	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1716.jpg			134	2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1705.jpg			135	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1706.jpg			136	3
%														
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1707.jpg			137	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1717.jpg			138	2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1708.jpg			139	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1709.jpg			140	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1710.jpg			141	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1718.jpg			142	2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1711.jpg			143	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1712.jpg			144	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1713.jpg			145	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1714.jpg			146	3
%														
s	1	0	5	5	0	n	n	n		instruct_PRC.jpg			147	0
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1719.jpg			148	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1715.jpg			149	4
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1720.jpg			150	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1721.jpg			151	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1722.jpg			152	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1723.jpg			153	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1724.jpg			154	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1716.jpg			155	4
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1725.jpg			156	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1726.jpg			157	1
%														
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1727.jpg			158	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1717.jpg			159	4
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1728.jpg			160	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1729.jpg			161	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1730.jpg			162	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1731.jpg			163	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1732.jpg			164	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1733.jpg			165	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1734.jpg			166	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1735.jpg			167	1
%														
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1718.jpg			168	4
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1736.jpg			169	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1737.jpg			170	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1738.jpg			171	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1739.jpg			172	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1740.jpg			173	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1741.jpg			174	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1742.jpg			175	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1743.jpg			178	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1744.jpg			179	1
%														
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1719.jpg			180	4
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1745.jpg			181	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1746.jpg			182	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1747.jpg			183	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1748.jpg			184	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1749.jpg			185	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1750.jpg			186	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1751.jpg			187	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1752.jpg			188	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1753.jpg			189	1
%														
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1720.jpg			190	4
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1754.jpg			191	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1721.jpg			192	4
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1755.jpg			193	1
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1722.jpg			194	4
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1756.jpg			195	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1757.jpg			196	1
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1723.jpg			197	4
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1758.jpg			198	1
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1759.jpg			199	1
%														
s	1	0	5	5	0	n	n	n		instruct_Neutral.jpg			200	0
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1724.jpg			201	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1725.jpg			202	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1726.jpg			203	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1727.jpg			204	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1760.jpg			205	2
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1728.jpg			206	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1729.jpg			207	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1730.jpg			208	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1731.jpg			209	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1732.jpg			210	3
%														
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1733.jpg			211	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1734.jpg			212	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1735.jpg			213	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1736.jpg			214	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1737.jpg			215	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1738.jpg			216	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1739.jpg			217	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1740.jpg			218	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1741.jpg			219	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1742.jpg			220	3
%														
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1743.jpg			221	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1761.jpg			222	2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1744.jpg			223	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1745.jpg			224	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	PRC1762.jpg			225	2
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1746.jpg			226	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1747.jpg			227	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1748.jpg			228	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1749.jpg			229	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1750.jpg			230	3
%														
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1751.jpg			231	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1752.jpg			232	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1753.jpg			233	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1754.jpg			234	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1755.jpg			235	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1756.jpg			236	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1757.jpg			237	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1758.jpg			238	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1759.jpg			239	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1760.jpg			240	3
%														
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1761.jpg			241	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	PRC1763.jpg			242	2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1762.jpg			243	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	Neutral1763.jpg			244	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1764.jpg			245	3
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1765.jpg			246	3
s	1	0	1	1.166666667	0	"""123456789"""	p	p	crosshair.jpg	Neutral1766.jpg			247	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1764.jpg			248	2
s	1	0	1	1.333333333	0	"""123456789"""	p	p	crosshair.jpg	Neutral1767.jpg			249	3
s	1	0	1	1.5	0	"""123456789"""	p	p	crosshair.jpg	PRC1765.jpg			250	2
